"Nom","Description synopsis","Nom Saison","Titre Épisode","Description Épisode","Durée","Épisodes Inclus","Nom Fichier Image"
"Naruto Shippuden","Yabaï puis Kaï - L'histoire de Naruto Shippuden se déroule deux ans et demie après le départ de Naruto à Konoha. On y retrouve tous les personnages plus mûrs et plus âgés.
L'intrigue tourne autour des aventures de Naruto et Sakura à la recherche de Sasuke, parti de Konoha pour acquérir de nouveaux pouvoirs, mais on y découvre aussi les objectifs de l'Akatsuki.","Recherche d'Itachi","Le Secret du Kaléidoscope Hypnotique","Itachi lui révèle qu’il s’agit de Madara, son complice et maître, seul homme à avoir découvert le secret ultime du Sharingan l’ayant rendu invincible et immortel : dans sa jeunesse, il a volé les yeux de son frère, ayant également développé le Kaléidoscope hypnotique du Sharingan, et découvert le « Kaléidoscope hypnotique éternel du Sharingan ». À la tête du clan Uchiwa et s’alliant au clan Senju de la forêt, ils ont fondé Konoha. Après une dispute avec le premier Hokage Hashirama Senju, il a quitté Konoha et fondé Akatsuki. Itachi explique à Sasuke qu’il l’a laissé en vie pour pouvoir obtenir un jour ses yeux, et lui donne l’illusion qu’il les lui arrache.","01:49:05","134 - 141","36_Naruto Shippuden_Le Secret du Kaléidoscope Hypnotique.webp"
"Naruto Shippuden","Yabaï puis Kaï - L'histoire de Naruto Shippuden se déroule deux ans et demie après le départ de Naruto à Konoha. On y retrouve tous les personnages plus mûrs et plus âgés.
L'intrigue tourne autour des aventures de Naruto et Sakura à la recherche de Sasuke, parti de Konoha pour acquérir de nouveaux pouvoirs, mais on y découvre aussi les objectifs de l'Akatsuki.","Pain","Taka et Akatsuki","Sasuke et son groupe Taka sont en difficulté face à Killer Bee. Après avoir manqué de mourir deux fois, Sasuke est sauvé par ses camarades. Killer Bee prend la forme de Hachibi. Sasuke déclenche Amaterasu qui vient à bout du démon à huit queues. Ils emportent alors le corps de Killer Bee inconscient.","01:23:14","142 - 143 + 152 - 155","36_Naruto Shippuden_Taka et Akatsuki.webp"
"Naruto Shippuden","Yabaï puis Kaï - L'histoire de Naruto Shippuden se déroule deux ans et demie après le départ de Naruto à Konoha. On y retrouve tous les personnages plus mûrs et plus âgés.
L'intrigue tourne autour des aventures de Naruto et Sakura à la recherche de Sasuke, parti de Konoha pour acquérir de nouveaux pouvoirs, mais on y découvre aussi les objectifs de l'Akatsuki.","Pain","Konoha, théâtre de guerre","Pain et Konan arrivent à Konoha. Ils se séparent en deux groupes, un pour la diversion (Shuradô, Chikushodô et Gakidô) et l'autre pour les recherches (Tendô, Ningendô, Jigokudô et Konan). Ils s'infiltrent, commencent à faire des dégâts dans le village, et recherchent Naruto. Tsunade déclenche alors l'état d'urgence et cherche à faire revenir le jeune ninja.","02:02:50","152 + 155 - 162 + 204","36_Naruto Shippuden_Konoha_ théâtre de guerre.webp"
"Naruto Shippuden","Yabaï puis Kaï - L'histoire de Naruto Shippuden se déroule deux ans et demie après le départ de Naruto à Konoha. On y retrouve tous les personnages plus mûrs et plus âgés.
L'intrigue tourne autour des aventures de Naruto et Sakura à la recherche de Sasuke, parti de Konoha pour acquérir de nouveaux pouvoirs, mais on y découvre aussi les objectifs de l'Akatsuki.","Pain","Le Héros de Konoha","Naruto détruit Shuradô avec l'« Orbe tourbillonnant » et demande à Gamakichi de mettre Tsunade à l'abri. Pendant que les crapauds se battent avec les invocations de Chikushodô, Naruto neutralise Gakidô d'un coup de poing. Refusant de discuter avec Tendô, il lance l'« Orbe shuriken » en direction des quatre corps de Pain restants…","02:55:47","163 - 169 + 172 - 176","36_Naruto Shippuden_Le Héros de Konoha.webp"
"Naruto Shippuden","Yabaï puis Kaï - L'histoire de Naruto Shippuden se déroule deux ans et demie après le départ de Naruto à Konoha. On y retrouve tous les personnages plus mûrs et plus âgés.
L'intrigue tourne autour des aventures de Naruto et Sakura à la recherche de Sasuke, parti de Konoha pour acquérir de nouveaux pouvoirs, mais on y découvre aussi les objectifs de l'Akatsuki.","Conseil des cinq kage","Les Kage entrent en scène","Trois ninjas de Kumo arrivent à Konoha pour demander l’autorisation de prendre Sasuke en chasse ; Danzô leur donne l’autorisation… Apprenant que Sasuke va être pourchassé, Naruto et Sakura demandent à Saï des informations sur Danzô mais ce dernier ne peut pas leur en parler à cause d’un sceau sur sa langue qui l’immobiliserait s'il venait à parler de la Racine. Entendant le nom de Sasuke, Omoï et Karui attaquent et interrogent Naruto, Sakura et Saï pour leur extorquer des renseignements sur Sasuke ; les informant que Sasuke a capturé leur maître Killer Bee. Pendant ce temps, l’équipe Taka est arrêtée par Madara en cours de route vers Konoha ; ce dernier informe Taka de la défaite de Pain et que Danzô, le responsable du destin d’Itachi, a été élu Hokage, les kage vont délibérer au « Conseil des cinq kage » à propos des attaques de l’Akatsuki…","01:39:39","176 + 178 - 181 + 197 - 201","36_Naruto Shippuden_Les Kage entrent en scène.webp"
"Naruto Shippuden","Yabaï puis Kaï - L'histoire de Naruto Shippuden se déroule deux ans et demie après le départ de Naruto à Konoha. On y retrouve tous les personnages plus mûrs et plus âgés.
L'intrigue tourne autour des aventures de Naruto et Sakura à la recherche de Sasuke, parti de Konoha pour acquérir de nouveaux pouvoirs, mais on y découvre aussi les objectifs de l'Akatsuki.","Conseil des cinq kage","La Puissance des Ténèbres","Madara aborde Naruto, Kakashi et Yamato pour leur parler afin de savoir comment Naruto a convaincu Nagato de le trahir ; Naruto lui demande de parler de Sasuke. Pendant ce temps, le Raikage brise la nuque de Zetsu et décide de partir à la recherche de Sasuke avec ses gardes du corps ; les samouraïs se dispersent également pour rechercher Sasuke qui retrouvent ce dernier et son équipe. Sasuke, qui a plongé dans les ténèbres, tue plusieurs de ses adversaires. Le Raikage et ses gardes du corps interviennent et engagent le combat à leur tour, mettant l’équipe Taka en difficulté. Jûgo passe au niveau 2 du sceau maudit et attaque seul le Raikage ; il finit par se faire battre. Le Raikage engage alors un duel contre Sasuke…","01:19:41","201 - 205","36_Naruto Shippuden_La Puissance des Ténèbres.webp"
"Naruto Shippuden","Yabaï puis Kaï - L'histoire de Naruto Shippuden se déroule deux ans et demie après le départ de Naruto à Konoha. On y retrouve tous les personnages plus mûrs et plus âgés.
L'intrigue tourne autour des aventures de Naruto et Sakura à la recherche de Sasuke, parti de Konoha pour acquérir de nouveaux pouvoirs, mais on y découvre aussi les objectifs de l'Akatsuki.","Conseil des cinq kage","La Résolution du Hokage","Alors que Kisame retrouve Killer Bee, le Raikage est choisi pour être à la tête de l'alliance pour le fait qu'il est le seul à pouvoir contrôler le jinchūriki de Hachibi. Entre-temps, Sakura fait une déclaration d’amour à laquelle Naruto ne croit pas ; elle souhaite qu'il oublie la promesse qu'il lui a faite de ramener Sasuke à Konoha. Naruto ne veut rien savoir et souhaite toujours sauver Sasuke. Sakura décide alors de partir à la poursuite de Sasuke avec l'aide de Kiba, Lee et Saï. Pendant ce temps, Killer Bee se prépare à affronter Kisame…","01:44:17","206 - 211","36_Naruto Shippuden_La Résolution du Hokage.webp"
"Naruto Shippuden","Yabaï puis Kaï - L'histoire de Naruto Shippuden se déroule deux ans et demie après le départ de Naruto à Konoha. On y retrouve tous les personnages plus mûrs et plus âgés.
L'intrigue tourne autour des aventures de Naruto et Sakura à la recherche de Sasuke, parti de Konoha pour acquérir de nouveaux pouvoirs, mais on y découvre aussi les objectifs de l'Akatsuki.","4e Grande guerre ninja","Si loin, si proche","Sakura demande à Kiba l’emplacement exact de Sasuke et tente d’endormir ses compagnons. Saï l’arrête et leur demande de ne pas poursuivre, espérant un renfort de Kakashi parti à leur poursuite grâce aux révélations de son clone ; il engage le combat contre Kiba et Rock Lee et Sakura profite de la confusion pour tous les endormir et se diriger seule vers l’endroit où a eu lieu le combat entre Danzô et Sasuke. Avant de s'en aller avec le corps de Danzo pour récupérer les yeux de Shisui, Madara fait remarquer à Sasuke qu'il perd petit à petit la vue du fait de l'utilisation abusive de Susano, il lui conseille de se reposer un peu avant de se rendre à Konoha et de tuer Karin. Une fois Madara parti, Sasuke s’apprête à achever Karin qui revit le moment où ils se sont rencontrés durant l’examen chūnin. Sakura arrive sur les lieux et demande à Sasuke de l’emmener avec lui.","01:35:31","212 - 222","36_Naruto Shippuden_Si loin_ si proche.webp"
"Naruto Shippuden","Yabaï puis Kaï - L'histoire de Naruto Shippuden se déroule deux ans et demie après le départ de Naruto à Konoha. On y retrouve tous les personnages plus mûrs et plus âgés.
L'intrigue tourne autour des aventures de Naruto et Sakura à la recherche de Sasuke, parti de Konoha pour acquérir de nouveaux pouvoirs, mais on y découvre aussi les objectifs de l'Akatsuki.","4e Grande guerre ninja","La Naissance de Naruto","Grâce à l’aide et l’amour de sa mère, Naruto reprend courage, réussit à vaincre la haine de Kyûbi, et sépare le chakra de la volonté du démon afin de se l’approprier. Il est alors marqué du motif du collier du Sage des six chemins, formé de six magatama apparaît à son cou, et le sceau du sage qu’il utilise pour sceller le chakra de Kyûbi apparaît sur son torse. Kushina félicite son fils et commence à lui raconter ce qui s’est passé le jour de sa naissance et de l’attaque de Kyûbi sur le village, seize ans auparavant… À la suite de l’épouse du 1ᵉʳ Hokage, Mito Uzumaki, Kushina avait été amenée d’Uzushio à Konoha pour devenir le prochain réceptacle de Kyûbi. Malgré le choc, elle est parvenue à avoir une vie heureuse en tant que jinchūriki, grâce aux paroles de réconfort de Mito, et est devenue l’épouse du 4ᵉ Hokage, Minato Namikaze. Quand les hautes instances du village apprennent qu’elle est enceinte, ils préparent son accouchement en comité restreint à l’écart du village, car la grossesse avait affaibli le sceau de Kyûbi qui risquait de rompre. Au moment où le bébé naît et où Minato doit se concentrer pour conserver le sceau fermé, un étrange homme masqué tue les ANBU à l’extérieur, et s’approche…","02:01:36","243 - 249","36_Naruto Shippuden_La Naissance de Naruto.webp"
"Naruto Shippuden","Yabaï puis Kaï - L'histoire de Naruto Shippuden se déroule deux ans et demie après le départ de Naruto à Konoha. On y retrouve tous les personnages plus mûrs et plus âgés.
L'intrigue tourne autour des aventures de Naruto et Sakura à la recherche de Sasuke, parti de Konoha pour acquérir de nouveaux pouvoirs, mais on y découvre aussi les objectifs de l'Akatsuki.","4e Grande guerre ninja","Un pont pour la paix","Près du quartier général d’Akatsuki, Anko reste espionné et se fait capturer par Kabuto, tandis que le reste de son équipe rapporte les informations recueillies, poursuivis par des invocations de la ""Réincarnation des âmes"", dont Deidara et Sasori. Madara envoie les 100 000 Zetsu au front, les faisant voyager sous terre et les autres invocations de Kabuto sont déployées. Du côté de l’Alliance Ninja, les tensions montent ; Gaara apaise les querelles avec un discours, et ils se mettent en route pour la bataille. Naruto s’apprête à entamer la dernière étape de son apprentissage de la maîtrise du chakra de Kyûbi.","01:50:09","250 - 256 + 261","36_Naruto Shippuden_Un pont pour la paix.webp"
"Naruto Shippuden","Yabaï puis Kaï - L'histoire de Naruto Shippuden se déroule deux ans et demie après le départ de Naruto à Konoha. On y retrouve tous les personnages plus mûrs et plus âgés.
L'intrigue tourne autour des aventures de Naruto et Sakura à la recherche de Sasuke, parti de Konoha pour acquérir de nouveaux pouvoirs, mais on y découvre aussi les objectifs de l'Akatsuki.","4e Grande guerre ninja","La Réincarnation des Âmes","La 5ᵉ division de l’Alliance Ninja s’apprête à se mettre en route. Dans le ciel, Saï, Zaji et Omoï se font attaquer par Haku ; ils se retrouvent à terre, nez à nez avec ce dernier et ses coéquipiers Zabuza, Pakura et Gari. Ils sont le point d’engager le combat, quand la division de Kakashi intervient. Après avoir laissé cours à quelques souvenirs du Pays des Vagues, Kabuto restreint les sentiments de ses invocations et les lance à l’attaque. Dans la brume de Zabuza, les pouvoirs héréditaires des invocations de la « Réincarnation des âmes » font des ravages parmi les rangs de l’Alliance. Alors que Kakashi s’apprête à lancer la contre-offensive, six nouveaux cercueils apparaissent : aux côtés de Zabuza se dresse la dernière génération des « Épéistes légendaires de Kiri ».","01:45:34","261 - 267","36_Naruto Shippuden_La Réincarnation des Âmes.webp"
"Naruto Shippuden","Yabaï puis Kaï - L'histoire de Naruto Shippuden se déroule deux ans et demie après le départ de Naruto à Konoha. On y retrouve tous les personnages plus mûrs et plus âgés.
L'intrigue tourne autour des aventures de Naruto et Sakura à la recherche de Sasuke, parti de Konoha pour acquérir de nouveaux pouvoirs, mais on y découvre aussi les objectifs de l'Akatsuki.","4e Grande guerre ninja","Des liens en or","Loin du champ de bataille, Naruto en plein entraînement perçoit la perturbation provoquée par la transformation de Kinkaku. Ce dernier, revêtu du manteau de Kyûbi fait des ravages, poussant le Raikage à faire envoyer à la 1ʳᵉ division le « pot de purification ambré », par le biais de Mabui, afin de le sceller. Darui, rejoint par Kitsuchi et leurs compagnies, tentent de gagner du temps en attendant Shikamaru, Ino et Chôji, chargés de combiner leurs compétences pour forcer Kinkaku à répondre à son nom pour le sceller dans le pot.","01:25:40","268 - 270 + 272 - 274","36_Naruto Shippuden_Des liens en or.webp"
